,AAPL US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN US Equity,,,,,,,,,SPX Index,,,,,,,,
Dates,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN
1/7/2022,172,23.958,9.6066,3.5793,28.5261,2.739,7.5309,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.254,66.7427,25.7266,-0.897,69.5833,#N/A N/A,3.5025,11.1577,10.4234,4696.05,#N/A N/A,#N/A N/A,4.13,24.2262,#N/A N/A,3.0302,#N/A N/A,13.15
1/10/2022,172.17,23.958,9.6066,3.5789,28.5294,2.739,7.5318,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.554,66.7427,25.7266,-0.9029,69.1261,#N/A N/A,3.4794,11.1577,10.4234,4677.03,#N/A N/A,#N/A N/A,4.14,24.1916,#N/A N/A,3.0259,#N/A N/A,13.15
1/11/2022,172.19,23.958,9.6066,3.5198,29.0083,2.792,7.6582,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.486,66.7427,25.7266,-0.8817,70.7853,#N/A N/A,3.563,11.1577,10.4234,4670.29,#N/A N/A,#N/A N/A,4.1,24.4132,#N/A N/A,3.0536,#N/A N/A,13.15
1/12/2022,175.08,23.958,9.6066,3.5108,29.0828,2.799,7.6779,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.362,66.7427,25.7266,-0.8826,70.7189,#N/A N/A,3.5596,11.1577,10.4234,4713.07,#N/A N/A,#N/A N/A,4.09,24.4822,#N/A N/A,3.0622,#N/A N/A,13.15
1/13/2022,175.53,23.958,9.6066,3.5789,28.5294,2.746,7.5318,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.207,66.7427,25.7266,-0.9044,69.0097,#N/A N/A,3.4736,11.1577,10.4234,4726.35,#N/A N/A,#N/A N/A,4.15,24.1332,#N/A N/A,3.0186,#N/A N/A,13.15
1/14/2022,172.19,23.958,9.6066,3.5607,28.6752,2.76,7.5703,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.214,66.7427,25.7266,-0.8993,69.4052,#N/A N/A,3.4935,11.1577,10.4234,4659.03,#N/A N/A,#N/A N/A,4.15,24.1531,#N/A N/A,3.0211,#N/A N/A,13.15
1/17/2022,172.19,23.958,9.6066,3.5607,28.6752,2.76,7.5703,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.214,66.7427,25.7266,-0.8993,69.4052,#N/A N/A,3.4935,11.1577,10.4234,4659.03,#N/A N/A,#N/A N/A,4.15,24.1531,#N/A N/A,3.0211,#N/A N/A,13.15
1/18/2022,173.07,23.958,9.6066,3.6293,28.1334,2.706,7.4273,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.138,66.7427,25.7266,-0.9175,68.0266,#N/A N/A,3.4241,11.1577,10.4234,4662.85,#N/A N/A,#N/A N/A,4.22,23.709,#N/A N/A,2.9655,#N/A N/A,13.15
1/19/2022,169.8,23.958,9.6066,3.7072,27.542,2.647,7.2711,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.918,66.7427,25.7266,-0.9329,66.9057,#N/A N/A,3.3677,11.1577,10.4234,4577.11,#N/A N/A,#N/A N/A,4.27,23.4792,#N/A N/A,2.9368,#N/A N/A,13.15
1/20/2022,166.23,23.958,9.6066,3.746,27.257,2.62,7.1959,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.299,66.7427,25.7266,-0.9614,64.9232,#N/A N/A,3.2679,11.1577,10.4234,4532.76,#N/A N/A,#N/A N/A,4.31,23.2202,#N/A N/A,2.9044,#N/A N/A,13.15
1/21/2022,164.51,23.958,9.6066,3.7944,26.909,2.579,7.104,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.668,66.7427,25.7266,-1.0222,61.0601,#N/A N/A,3.0734,11.1577,10.4234,4482.73,#N/A N/A,#N/A N/A,4.4,22.7807,#N/A N/A,2.8494,#N/A N/A,13.15
1/24/2022,162.41,23.958,9.6066,3.813,26.7781,2.566,7.0695,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.643,66.7427,25.7266,-1.0087,61.8739,#N/A N/A,3.1144,11.1577,10.4234,4397.94,#N/A N/A,#N/A N/A,4.38,22.8435,#N/A N/A,2.8573,#N/A N/A,13.15
1/25/2022,161.62,23.958,9.6066,3.8569,26.4733,2.537,6.989,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.544,66.7427,25.7266,-1.0416,59.9228,#N/A N/A,3.0162,11.1577,10.4234,4410.13,#N/A N/A,#N/A N/A,4.44,22.5657,#N/A N/A,2.8225,#N/A N/A,13.15
1/26/2022,159.78,23.958,9.6066,3.8591,26.4584,2.535,6.985,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.986,66.7427,25.7266,-1.0499,59.4461,#N/A N/A,2.9922,11.1577,10.4234,4356.45,#N/A N/A,#N/A N/A,4.44,22.532,#N/A N/A,2.8183,#N/A N/A,13.15
1/27/2022,159.69,23.958,9.6066,3.8704,26.3805,2.439,6.9645,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.873,66.7427,25.7266,-1.0442,59.7736,#N/A N/A,3.0087,11.1577,10.4234,4349.93,#N/A N/A,#N/A N/A,4.47,22.4106,#N/A N/A,2.8031,#N/A N/A,13.15
1/28/2022,159.22,23.958,9.6066,3.618,28.2213,2.524,7.4505,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.638,66.7427,25.7266,-1.0127,61.6316,#N/A N/A,3.1022,11.1577,10.4234,4326.51,#N/A N/A,#N/A N/A,4.37,22.9498,#N/A N/A,2.8706,#N/A N/A,13.15
1/31/2022,170.33,23.958,9.6066,3.5259,28.9586,2.591,7.6451,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.978,66.7427,25.7266,-0.9748,64.0268,#N/A N/A,3.2228,11.1577,10.4234,4431.85,#N/A N/A,#N/A N/A,4.28,23.3452,#N/A N/A,2.9169,#N/A N/A,13.16
2/1/2022,174.78,23.958,9.6066,3.5293,28.9304,2.588,7.6377,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.574,66.7427,25.7266,-0.9644,64.7203,#N/A N/A,3.2577,11.1577,10.4234,4515.55,#N/A N/A,#N/A N/A,4.25,23.5055,#N/A N/A,2.937,#N/A N/A,13.16
2/2/2022,174.61,23.958,9.6066,3.5046,29.1342,2.611,7.6915,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.194,66.7427,25.7266,-0.9681,64.4716,1.849,3.2452,11.1577,10.4234,4546.54,#N/A N/A,#N/A N/A,4.21,23.7321,#N/A N/A,2.9602,#N/A N/A,13.14
2/3/2022,175.84,23.958,9.6066,3.5642,28.6471,2.563,7.5629,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.613,66.7427,25.7266,-1.0501,59.4345,2.154,2.9916,11.1577,10.4234,4589.38,#N/A N/A,#N/A N/A,4.31,23.1553,#N/A N/A,2.8898,#N/A N/A,13.15
2/4/2022,172.9,23.958,9.6066,3.5748,28.5626,2.555,7.5406,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.846,66.7427,25.7266,-0.9249,67.4796,2.397,3.3966,11.1577,10.4234,4477.44,#N/A N/A,#N/A N/A,4.29,23.2748,#N/A N/A,2.9047,#N/A N/A,13.15
2/7/2022,172.39,23.958,9.6066,3.59,28.4416,2.544,7.5086,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.64,66.7427,25.7266,-0.9232,67.6063,2.402,3.4029,11.1577,10.4234,4500.53,#N/A N/A,#N/A N/A,4.31,23.1886,#N/A N/A,2.894,#N/A N/A,13.15
2/8/2022,171.66,23.958,9.6066,3.5249,28.9668,2.591,7.6473,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.936,66.7427,25.7266,-0.9033,69.0951,2.455,3.4779,11.1577,10.4234,4483.87,#N/A N/A,#N/A N/A,4.27,23.3838,#N/A N/A,2.9183,#N/A N/A,13.15
2/9/2022,174.83,23.958,9.6066,3.4959,29.2071,2.613,7.7107,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.414,66.7427,25.7266,-0.9046,68.9992,2.451,3.4731,11.1577,10.4234,4521.54,#N/A N/A,#N/A N/A,4.21,23.7232,#N/A N/A,2.9607,#N/A N/A,13.15
2/10/2022,176.28,23.958,9.6066,3.5804,28.5178,2.551,7.5288,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.19,66.7427,25.7266,-0.917,68.0634,2.418,3.426,11.1577,10.4234,4587.18,#N/A N/A,#N/A N/A,4.29,23.2935,#N/A N/A,2.907,#N/A N/A,13.15
2/11/2022,172.12,23.958,9.6066,3.6542,27.9413,2.5,7.3765,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.004,66.7427,25.7266,-0.9512,65.6192,2.331,3.3029,11.1577,10.4234,4504.08,#N/A N/A,#N/A N/A,4.37,22.8517,#N/A N/A,2.8519,#N/A N/A,13.15
2/14/2022,168.64,23.958,9.6066,3.6491,27.981,2.503,7.387,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.294,66.7427,25.7266,-0.9397,66.4212,2.36,3.3433,11.1577,10.4234,4418.64,#N/A N/A,#N/A N/A,4.39,22.757,#N/A N/A,2.8393,#N/A N/A,13.14
2/15/2022,168.88,23.958,9.6066,3.5665,28.6289,2.561,7.5581,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.167,66.7427,25.7266,-0.9316,66.9963,2.38,3.3722,11.1577,10.4234,4401.67,#N/A N/A,#N/A N/A,4.32,23.1149,#N/A N/A,2.884,#N/A N/A,13.14
2/16/2022,172.79,23.958,9.6066,3.5714,28.5891,2.558,7.5476,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.511,66.7427,25.7266,-0.9222,67.6769,2.404,3.4065,11.1577,10.4234,4471.07,#N/A N/A,#N/A N/A,4.31,23.1354,#N/A N/A,2.8866,#N/A N/A,13.14
2/17/2022,172.55,23.958,9.6066,3.6491,27.981,2.503,7.387,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.101,66.7427,25.7266,-0.9428,66.2009,2.352,3.3322,11.1577,10.4234,4475.01,#N/A N/A,#N/A N/A,4.41,22.6455,#N/A N/A,2.8254,#N/A N/A,13.14
2/18/2022,168.88,23.958,9.6066,3.6835,27.7192,2.48,7.3179,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.653,66.7427,25.7266,-0.9555,65.323,2.321,3.288,11.1577,10.4234,4380.26,#N/A N/A,#N/A N/A,4.44,22.4832,#N/A N/A,2.8052,#N/A N/A,13.14
2/21/2022,168.88,23.958,9.6066,3.6835,27.7192,2.48,7.3179,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.653,66.7427,25.7266,-0.9555,65.323,2.321,3.288,11.1577,10.4234,4380.26,#N/A N/A,#N/A N/A,4.44,22.4832,#N/A N/A,2.8052,#N/A N/A,13.14
2/22/2022,167.3,23.958,9.6066,3.7503,27.2255,2.436,7.1876,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.602,66.7427,25.7266,-0.9708,64.2939,2.284,3.2362,11.1577,10.4234,4348.87,#N/A N/A,#N/A N/A,4.49,22.255,#N/A N/A,2.7767,#N/A N/A,13.14
2/23/2022,164.32,23.958,9.6066,3.8499,26.5213,2.373,7.0017,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.198,66.7427,25.7266,-1.0068,61.995,2.203,3.1205,11.1577,10.4234,4304.76,#N/A N/A,#N/A N/A,4.57,21.8453,#N/A N/A,2.7256,#N/A N/A,13.14
2/24/2022,160.07,23.958,9.6066,3.7867,26.9637,2.412,7.1185,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827,66.7427,25.7266,-0.9633,64.7907,2.302,3.2612,11.1577,10.4234,4225.5,#N/A N/A,#N/A N/A,4.5,22.172,#N/A N/A,2.7663,#N/A N/A,13.14
2/25/2022,162.74,23.958,9.6066,3.7383,27.3133,2.443,7.2108,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.358,66.7427,25.7266,-0.9481,65.8311,2.339,3.3136,11.1577,10.4234,4288.7,#N/A N/A,#N/A N/A,4.4,22.6679,#N/A N/A,2.8282,#N/A N/A,13.14
2/28/2022,164.85,23.958,9.6066,3.7321,27.358,2.446,7.2226,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.789,66.7427,25.7266,-0.9495,65.7346,2.335,3.3087,11.1577,10.4234,4384.65,#N/A N/A,#N/A N/A,4.41,22.6014,#N/A N/A,2.8184,#N/A N/A,13.12
3/1/2022,165.12,23.958,9.6066,3.7761,27.0399,2.422,7.1386,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.563,66.7427,25.7266,-0.9647,64.6982,2.299,3.2566,11.1577,10.4234,4373.94,#N/A N/A,#N/A N/A,4.48,22.2523,#N/A N/A,2.7746,#N/A N/A,13.12
3/2/2022,163.2,23.958,9.6066,3.6999,27.5966,2.472,7.2855,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.142,66.7427,25.7266,-0.9589,65.088,2.312,3.2762,11.1577,10.4234,4306.26,#N/A N/A,#N/A N/A,4.4,22.6533,#N/A N/A,2.822,#N/A N/A,13.1
3/3/2022,166.56,23.958,9.6066,3.7072,27.542,2.467,7.2711,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.053,66.7427,25.7266,-0.9859,63.3098,2.249,3.1867,11.1577,10.4234,4386.54,#N/A N/A,#N/A N/A,4.42,22.5126,#N/A N/A,2.8068,#N/A N/A,13.11
3/4/2022,166.23,23.958,9.6066,3.7768,27.035,2.422,7.1373,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.898,66.7427,25.7266,-1.0011,62.3434,2.215,3.138,11.1577,10.4234,4363.49,#N/A N/A,#N/A N/A,4.46,22.3334,#N/A N/A,2.7844,#N/A N/A,13.11
3/7/2022,163.17,23.958,9.6066,3.8685,26.3937,2.364,6.968,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.641,66.7427,25.7266,-1.0608,58.8385,2.09,2.9616,11.1577,10.4234,4328.87,#N/A N/A,#N/A N/A,4.6,21.6743,#N/A N/A,2.7022,#N/A N/A,13.11
3/8/2022,159.3,23.958,9.6066,3.9142,26.0856,2.228,6.8866,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.453,66.7427,25.7266,-1.072,58.2227,2.064,2.9306,11.1577,10.4234,4201.09,#N/A N/A,#N/A N/A,4.63,21.5176,#N/A N/A,2.6827,#N/A N/A,13.11
3/9/2022,157.44,23.958,9.6066,3.7819,26.9985,2.303,7.1276,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.015,66.7427,25.7266,-1.0469,59.6201,2.114,3.001,11.1577,10.4234,4170.7,#N/A N/A,#N/A N/A,4.51,22.0696,#N/A N/A,2.7503,#N/A N/A,13.1
3/10/2022,162.95,23.958,9.6066,3.8875,26.2645,2.24,6.9339,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.279,66.7427,25.7266,-0.9931,62.8471,2.16,3.1634,11.1577,10.4234,4277.88,#N/A N/A,#N/A N/A,4.53,21.9749,#N/A N/A,2.7385,#N/A N/A,13.1
3/11/2022,158.52,23.958,9.6066,3.9828,25.6366,2.186,6.7681,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.818,66.7427,25.7266,-1.0019,62.2936,2.141,3.1355,11.1577,10.4234,4259.52,#N/A N/A,#N/A N/A,4.59,21.6899,#N/A N/A,2.7029,#N/A N/A,13.1
3/14/2022,154.73,23.958,9.6066,4.0914,24.9556,2.112,6.5883,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.525,66.7427,25.7266,-1.0279,60.7219,2.146,3.0564,11.1577,10.4234,4204.31,#N/A N/A,#N/A N/A,4.63,21.5284,#N/A N/A,2.6828,#N/A N/A,13.1
3/15/2022,150.62,23.958,9.6066,3.9735,25.6962,2.175,6.7838,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.853,66.7427,25.7266,-0.9894,63.0821,2.229,3.1752,11.1577,10.4234,4173.11,#N/A N/A,#N/A N/A,4.53,21.9891,#N/A N/A,2.7402,#N/A N/A,13.1
3/16/2022,155.09,23.958,9.6066,3.8615,26.4418,1.86,6.9807,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.367,66.7427,25.7266,-0.9523,65.5381,2.316,3.2988,11.1577,10.4234,4262.45,#N/A N/A,#N/A N/A,4.43,22.4812,#N/A N/A,2.8016,#N/A N/A,13.1
3/17/2022,159.59,23.958,9.6066,3.8367,26.6125,1.872,7.0257,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.104,66.7427,25.7266,-0.9273,67.3081,2.378,3.3879,11.1577,10.4234,4357.86,#N/A N/A,#N/A N/A,4.38,22.7588,#N/A N/A,2.8361,#N/A N/A,13.1
3/18/2022,160.62,23.958,9.6066,3.7581,27.1692,1.911,7.1727,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.239,66.7427,25.7266,-0.9042,69.0253,2.439,3.4744,11.1577,10.4234,4411.67,#N/A N/A,#N/A N/A,4.33,23.0241,#N/A N/A,2.8692,#N/A N/A,13.1
3/21/2022,163.98,23.958,9.6066,3.7263,27.4011,1.928,7.2339,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.251,66.7427,25.7266,-0.9029,69.1285,2.443,3.4796,11.1577,10.4234,4463.12,#N/A N/A,#N/A N/A,4.32,23.0663,#N/A N/A,2.8745,#N/A N/A,13.12
3/22/2022,165.38,23.958,9.6066,3.6504,27.9711,1.967,7.3844,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.492,66.7427,25.7266,-0.8843,70.5828,2.494,3.5528,11.1577,10.4234,4461.18,#N/A N/A,#N/A N/A,4.27,23.3273,#N/A N/A,2.907,#N/A N/A,13.12
3/23/2022,168.82,23.958,9.6066,3.6205,28.2014,1.983,7.4452,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.889,66.7427,25.7266,-0.8923,69.9488,2.472,3.5209,11.1577,10.4234,4511.61,#N/A N/A,#N/A N/A,4.32,23.041,#N/A N/A,2.8713,#N/A N/A,13.12
3/24/2022,170.21,23.958,9.6066,3.5403,28.8409,2.031,7.614,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.408,66.7427,25.7266,-0.891,70.0522,2.475,3.5261,11.1577,10.4234,4456.24,#N/A N/A,#N/A N/A,4.26,23.3715,#N/A N/A,2.9125,#N/A N/A,13.12
3/25/2022,174.07,23.958,9.6066,3.6872,28.3636,2.038,7.438,35.6489,27.9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.65,66.7427,25.7266,-0.8849,70.5334,2.492,3.5503,11.1577,10.4234,4520.16,#N/A N/A,#N/A N/A,4.24,23.4889,#N/A N/A,2.9272,#N/A N/A,13.12
3/28/2022,174.72,23.1116,12.9584,3.6688,28.5065,2.048,7.4754,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.773,66.7427,25.7266,-0.8628,72.3385,2.556,3.6411,11.1577,10.4234,4543.06,#N/A N/A,#N/A N/A,4.22,23.6086,#N/A N/A,2.9446,#N/A N/A,13.13
3/29/2022,175.6,23.1116,12.9584,3.5999,29.0519,2.088,7.6185,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.991,66.7427,25.7266,-0.8612,72.4774,2.561,3.6481,11.1577,10.4234,4575.52,#N/A N/A,#N/A N/A,4.17,23.898,#N/A N/A,2.9807,#N/A N/A,13.13
3/30/2022,178.96,23.1116,12.9584,3.624,28.8588,2.074,7.5678,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.315,66.7427,25.7266,-0.8768,71.1872,2.515,3.5832,11.1577,10.4234,4631.6,#N/A N/A,#N/A N/A,4.19,23.7475,#N/A N/A,2.9619,#N/A N/A,13.13
3/31/2022,177.77,23.1116,12.9584,3.6896,28.3458,2.037,7.4333,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.301,82.5245,26.6647,-1.4848,92.6969,2.465,3.4618,12.667,-3.3012,4602.45,#N/A N/A,#N/A N/A,4.17,22.8722,#N/A N/A,2.8351,#N/A N/A,12.74
4/1/2022,174.61,23.1116,12.9584,3.6959,28.2971,2.033,7.4205,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.998,82.5245,26.6647,-1.4797,93.0168,2.474,3.4738,12.667,-3.3012,4530.41,#N/A N/A,#N/A N/A,4.15,22.9429,#N/A N/A,2.8441,#N/A N/A,12.74
4/4/2022,174.31,23.1116,12.9584,3.6104,28.9675,2.082,7.5963,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.56,82.5245,26.6647,-1.4376,95.7389,2.546,3.5754,12.667,-3.3012,4545.86,#N/A N/A,#N/A N/A,4.12,23.0754,#N/A N/A,2.861,#N/A N/A,12.78
4/5/2022,178.44,23.1116,12.9584,3.6801,28.4188,2.042,7.4525,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.347,82.5245,26.6647,-1.4752,93.2983,2.481,3.4843,12.667,-3.3012,4582.64,#N/A N/A,#N/A N/A,4.17,22.7856,#N/A N/A,2.8251,#N/A N/A,12.78
4/6/2022,175.06,23.1116,12.9584,3.7493,27.8945,2.006,7.3149,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.055,82.5245,26.6647,-1.5244,90.2848,2.401,3.3717,12.667,-3.3012,4525.12,#N/A N/A,#N/A N/A,4.21,22.564,#N/A N/A,2.7976,#N/A N/A,12.78
4/7/2022,171.83,23.1116,12.9584,3.7425,27.9448,2.011,7.3281,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.756,82.5245,26.6647,-1.5338,89.7323,2.387,3.3511,12.667,-3.3012,4481.15,#N/A N/A,#N/A N/A,4.2,22.6569,#N/A N/A,2.8095,#N/A N/A,12.78
4/8/2022,172.14,23.1116,12.9584,3.7876,27.612,1.987,7.2409,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.785,82.5245,26.6647,-1.5668,87.8419,2.336,3.2805,12.667,-3.3012,4500.21,#N/A N/A,#N/A N/A,4.21,22.5968,#N/A N/A,2.8021,#N/A N/A,12.78
4/11/2022,170.09,23.1116,12.9584,3.8868,26.9075,1.936,7.0561,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.461,82.5245,26.6647,-1.6015,85.9433,2.286,3.2096,12.667,-3.3012,4488.28,#N/A N/A,#N/A N/A,4.3,22.1623,#N/A N/A,2.7464,#N/A N/A,12.77
4/12/2022,165.75,23.1116,12.9584,3.8425,27.2175,1.957,7.1374,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.122,82.5245,26.6647,-1.605,85.7531,2.281,3.2025,12.667,-3.3012,4412.53,#N/A N/A,#N/A N/A,4.32,22.0865,#N/A N/A,2.737,#N/A N/A,12.77
4/13/2022,167.66,23.1116,12.9584,3.7807,27.6623,1.991,7.2541,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.788,82.5245,26.6647,-1.556,88.4564,2.353,3.3035,12.667,-3.3012,4397.45,#N/A N/A,#N/A N/A,4.27,22.3332,#N/A N/A,2.7675,#N/A N/A,12.77
4/14/2022,170.4,23.1116,12.9584,3.8976,26.8328,1.943,7.0365,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.541,82.5245,26.6647,-1.5953,86.2757,2.295,3.222,12.667,-3.3012,4446.59,#N/A N/A,#N/A N/A,4.32,22.0618,#N/A N/A,2.7339,#N/A N/A,12.77
4/15/2022,170.4,23.1116,12.9584,3.8976,26.8328,1.943,7.0365,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.541,82.5245,26.6647,-1.5953,86.2757,2.295,3.222,12.667,-3.3012,4446.59,#N/A N/A,#N/A N/A,4.32,22.0618,#N/A N/A,2.7339,#N/A N/A,12.77
4/18/2022,165.29,23.1116,12.9584,3.9028,26.7971,1.94,7.0272,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.707,82.5245,26.6647,-1.584,86.8891,2.311,3.2449,12.667,-3.3012,4392.59,#N/A N/A,#N/A N/A,4.32,22.0573,#N/A N/A,2.7334,#N/A N/A,12.77
4/19/2022,165.07,23.1116,12.9584,3.8485,27.1753,1.969,7.1264,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.785,82.5245,26.6647,-1.5306,89.9205,2.396,3.3581,12.667,-3.3012,4391.69,#N/A N/A,#N/A N/A,4.26,22.4114,#N/A N/A,2.7772,#N/A N/A,12.77
4/20/2022,167.4,23.1116,12.9584,3.8524,27.1477,1.962,7.1191,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.116,82.5245,26.6647,-1.5715,87.5789,2.333,3.2707,12.667,-3.3012,4462.21,#N/A N/A,#N/A N/A,4.26,22.3975,#N/A N/A,2.7755,#N/A N/A,12.77
4/21/2022,167.23,23.1116,12.9584,3.8711,27.0162,1.945,7.0846,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.998,82.5245,26.6647,-1.632,84.3362,1.989,3.1496,12.667,-3.3012,4459.45,#N/A N/A,#N/A N/A,4.32,22.0669,#N/A N/A,2.7345,#N/A N/A,12.77
4/22/2022,166.42,23.1116,12.9584,3.9819,26.2646,1.891,6.8875,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.296,82.5245,26.6647,-1.6766,82.0921,1.943,3.0658,12.667,-3.3012,4393.66,#N/A N/A,#N/A N/A,4.45,21.4549,#N/A N/A,2.6587,#N/A N/A,12.77
4/25/2022,161.79,23.1116,12.9584,3.9553,26.4416,1.913,6.9339,33.6314,25.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.35,82.5245,26.6647,-1.6568,83.0725,1.967,3.1024,12.667,-3.3012,4271.78,#N/A N/A,#N/A N/A,4.42,21.5772,#N/A N/A,2.6738,#N/A N/A,12.77
