,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11
Dates,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO
10/23/15,102.2,103.77,104.8182,35.9339,40.5245,292376.6999,25961212,1.7301,19.7956,43.2126,#N/A N/A,35.078,35.639,#N/A N/A,#N/A N/A,13.0243,495976.2746,54332300,#N/A N/A,21.3066,31.8929,#N/A N/A,30.115,30.431,887.1193,30.8248,23.2227,285293.2368,85394300,1.908,0.3115,7.9068,#N/A N/A,100.05,103.04,273.2121,118.0442,23.3373,44038.0879,12234824,-1.638,1.6931,5.1594,#N/A N/A,14.092,14.351,#N/A N/A,1268.479,9.9771,28035.7461,50871570,-7.9581,-24.5368,-7.8242,#N/A N/A,2075.08,#N/A N/A,18.7566,#N/A N/A,#N/A N/A,18953991.02,615001493,5.57,8.46,#N/A N/A,1.8221
10/26/15,102.94,103.7,104.7475,35.9339,40.5245,292179.4717,23795472,1.7312,19.7956,43.2126,#N/A N/A,35.369,35.425,#N/A N/A,#N/A N/A,13.0243,494923.3326,44915920,#N/A N/A,21.3066,31.8929,#N/A N/A,30.43,30.551,890.6176,30.8248,23.2227,286418.2656,75742720,1.9005,0.3115,7.9068,#N/A N/A,102.58,103.07,273.2917,118.0442,23.3373,44050.9095,12066402,-1.6376,1.6931,5.1594,#N/A N/A,14.323,14.023,#N/A N/A,1268.479,9.9771,27396.2612,52791735,-8.1438,-24.5368,-7.8242,#N/A N/A,2068.75,#N/A N/A,18.7091,#N/A N/A,#N/A N/A,18899297.53,671603797,5.58,8.46,#N/A N/A,1.8175
10/27/15,103.9,104.2,105.2525,35.9339,40.5245,293588.2445,24081515,1.7229,19.7956,43.2126,#N/A N/A,35.367,35.648,#N/A N/A,#N/A N/A,13.0243,497876.3799,43578340,#N/A N/A,21.3066,31.8929,#N/A N/A,30.615,30.855,899.4945,30.8248,23.2227,289273.0261,78524000,1.8817,0.3115,7.9068,#N/A N/A,102.9,105.8,280.5303,118.0442,23.3373,45217.6795,13093962,-1.5953,1.6931,5.1594,#N/A N/A,14.087,14.197,#N/A N/A,1268.479,9.9771,27736.191,40928895,-8.044,-24.5368,-7.8242,#N/A N/A,2066.48,#N/A N/A,18.9306,#N/A N/A,#N/A N/A,19098115.83,672605274,5.51,8.46,#N/A N/A,1.8394
10/28/15,103.96,104.88,105.9394,35.9339,40.5245,295504.1754,20316691,1.7118,19.7956,43.2126,#N/A N/A,35.525,35.846,#N/A N/A,#N/A N/A,13.0243,501891.4454,29119300,#N/A N/A,21.3066,31.8929,#N/A N/A,30.885,31.327,913.269,30.8248,23.2227,293702.827,77920520,1.8533,0.3115,7.9068,#N/A N/A,105,105.12,278.7273,118.0442,23.3373,44927.0555,9841406,-1.6056,1.6931,5.1594,#N/A N/A,14.117,14.109,#N/A N/A,1268.479,9.9771,27562.9701,27075480,-8.0946,-24.5368,-7.8242,#N/A N/A,2088.35,#N/A N/A,18.9221,#N/A N/A,#N/A N/A,19077389.31,558104747,5.52,8.46,#N/A N/A,1.839
10/29/15,104.51,101.97,103,35.9339,40.5245,287305.1179,33487104,1.7606,19.7956,43.2126,#N/A N/A,35.787,35.54,#N/A N/A,#N/A N/A,13.0243,497261.799,38175480,#N/A N/A,21.3066,31.8929,#N/A N/A,31.301,31.295,912.3215,30.8248,23.2227,293398.1317,77487260,1.8552,0.3115,7.9068,#N/A N/A,105.12,108.38,287.3712,118.0442,23.3373,46320.3413,15571468,-1.5573,1.6931,5.1594,#N/A N/A,14.027,13.795,#N/A N/A,1268.479,9.9771,26950.8359,66583515,-8.2784,-24.5368,-7.8242,#N/A N/A,2090,#N/A N/A,18.8321,#N/A N/A,#N/A N/A,18982121.87,802944875,5.54,8.45,#N/A N/A,1.8323
10/30/15,102.46,103.31,104.3535,35.9339,40.5245,291080.6289,24003944,1.7378,19.7956,43.2126,#N/A N/A,35.553,36.056,#N/A N/A,#N/A N/A,13.0243,504361.2071,37725000,#N/A N/A,21.3066,31.8929,#N/A N/A,31.357,31.418,915.8927,30.8248,23.2227,294546.5986,56329580,1.848,0.3115,7.9068,#N/A N/A,109.2,107.64,285.4091,118.0442,23.3373,46004.0739,11784573,-1.568,1.6931,5.1594,#N/A N/A,13.928,14.253,#N/A N/A,1268.479,9.9771,27844.2913,58919160,-8.0128,-24.5368,-7.8242,#N/A N/A,2080.76,#N/A N/A,19.0254,#N/A N/A,#N/A N/A,19202855.08,591491583,5.49,8.44,#N/A N/A,1.8508
11/2/15,103.22,102.58,103.6162,35.9339,40.5245,289023.8207,21242341,1.7501,19.7956,43.2126,#N/A N/A,35.943,36.108,#N/A N/A,#N/A N/A,13.0243,505092.8217,31307580,#N/A N/A,21.3066,31.8929,#N/A N/A,31.476,31.265,911.4615,30.8248,23.2227,293121.5621,64938200,1.857,0.3115,7.9068,#N/A N/A,107.36,109.74,290.9773,118.0442,23.3373,46901.5893,12484136,-1.538,1.6931,5.1594,#N/A N/A,14.257,13.89,#N/A N/A,1268.479,9.9771,27135.7786,124987290,-8.222,-24.5368,-7.8242,#N/A N/A,2102.63,#N/A N/A,19.0737,#N/A N/A,#N/A N/A,19244506.57,597109256,5.47,8.44,#N/A N/A,1.8581
11/3/15,103.19,103.94,104.9899,35.9339,40.5245,292855.6826,43469308,1.7272,19.7956,43.2126,#N/A N/A,36.1,36.406,#N/A N/A,#N/A N/A,13.0243,509355.8447,34134000,#N/A N/A,21.3066,31.8929,#N/A N/A,31.388,32.048,934.2586,30.8248,23.2227,300452.9997,96810020,1.8117,0.3115,7.9068,#N/A N/A,110.36,114.05,302.4053,118.0442,23.3373,48743.6328,17505023,-1.4799,1.6931,5.1594,#N/A N/A,15.133,15.442,#N/A N/A,1268.479,9.9771,30167.7964,190895490,-7.3957,-24.5368,-7.8242,#N/A N/A,2110.6,#N/A N/A,19.006,#N/A N/A,#N/A N/A,19162592.45,630789570,5.49,8.44,#N/A N/A,1.8526
11/4/15,108.8,108.76,109.8586,35.9339,40.5245,307572.6427,63232861,1.6507,19.7956,43.2126,#N/A N/A,36.474,36.563,#N/A N/A,#N/A N/A,13.0243,512218.5411,37231000,#N/A N/A,21.3066,31.8929,#N/A N/A,32.355,32.783,955.6856,30.8248,23.2227,307343.801,94476500,1.7711,0.3115,7.9068,#N/A N/A,113.75,113.5,300.947,118.0442,23.3373,48508.5692,13814939,-1.4871,1.6931,5.1594,#N/A N/A,15.372,15.451,#N/A N/A,1268.479,9.9771,30350.5885,67452645,-7.3912,-24.5368,-7.8242,#N/A N/A,2101.68,#N/A N/A,18.9848,#N/A N/A,#N/A N/A,19137765.14,602367838,5.5,8.44,#N/A N/A,1.8514
11/5/15,108.04,107.095,108.1768,35.9339,40.5245,302864.0325,35084342,1.6764,19.7956,43.2126,#N/A N/A,36.575,36.688,#N/A N/A,#N/A N/A,13.0243,513444.2277,30231980,#N/A N/A,21.3066,31.8929,#N/A N/A,32.75,32.969,961.1079,30.8248,23.2227,309087.5956,81843300,1.7611,0.3115,7.9068,#N/A N/A,113.39,114.06,302.4318,118.0442,23.3373,48747.9067,10936608,-1.4798,1.6931,5.1594,#N/A N/A,15.38,15.491,#N/A N/A,1268.479,9.9771,30427.8498,36679395,-7.3724,-24.5368,-7.8242,#N/A N/A,2098.6,#N/A N/A,18.978,#N/A N/A,#N/A N/A,19126558.15,673627631,5.5,8.44,#N/A N/A,1.8509
11/6/15,107,106.49,107.5657,35.9339,40.5245,301153.096,26383540,1.6859,19.7956,43.2126,#N/A N/A,36.51,36.245,#N/A N/A,#N/A N/A,13.0243,507990.3253,41396140,#N/A N/A,21.3066,31.8929,#N/A N/A,32.933,32.775,955.4524,30.8248,23.2227,307268.7991,80976460,1.7715,0.3115,7.9068,#N/A N/A,113.36,109.86,291.2954,118.0442,23.3373,46952.8759,16154632,-1.5363,1.6931,5.1594,#N/A N/A,15.533,15.022,#N/A N/A,1268.479,9.9771,29507.2619,57762900,-7.6024,-24.5368,-7.8242,#N/A N/A,2096.56,#N/A N/A,18.7959,#N/A N/A,#N/A N/A,18934607.71,675291872,5.56,8.44,#N/A N/A,1.8337
11/9/15,105.96,107.91,109,35.9339,40.5245,305168.8477,25031681,1.6637,19.7956,43.2126,#N/A N/A,36.22,36.416,#N/A N/A,#N/A N/A,13.0243,510368.2291,32159880,#N/A N/A,21.3066,31.8929,#N/A N/A,32.551,32.984,961.5598,30.8248,23.2227,309232.9118,69789660,1.7602,0.3115,7.9068,#N/A N/A,108.86,112.7,298.8257,118.0442,23.3373,48166.6586,11166372,-1.4976,1.6931,5.1594,#N/A N/A,14.899,14.433,#N/A N/A,1268.479,9.9771,28350.9617,69255105,-7.9125,-24.5368,-7.8242,#N/A N/A,2077.19,#N/A N/A,18.8239,#N/A N/A,#N/A N/A,18963586.23,573263342,5.55,8.44,#N/A N/A,1.837
11/10/15,108.27,109.01,110.1111,35.9339,40.5245,308279.6413,25057099,1.6469,19.7956,43.2126,#N/A N/A,36.623,36.77,#N/A N/A,#N/A N/A,13.0243,515208.8136,27339900,#N/A N/A,21.3066,31.8929,#N/A N/A,33.163,33.663,981.3396,30.8248,23.2227,315594.0121,107746180,1.7248,0.3115,7.9068,#N/A N/A,113.08,112.86,299.25,118.0442,23.3373,48235.0407,11039154,-1.4955,1.6931,5.1594,#N/A N/A,14.518,14.605,#N/A N/A,1268.479,9.9771,28688.8162,50217090,-7.8193,-24.5368,-7.8242,#N/A N/A,2083.41,#N/A N/A,18.7633,#N/A N/A,#N/A N/A,18899496.25,520282626,5.57,8.44,#N/A N/A,1.8313
11/11/15,108.48,108.02,109.1111,35.9339,40.5245,305479.9271,20924674,1.662,19.7956,43.2126,#N/A N/A,36.55,36.562,#N/A N/A,#N/A N/A,13.0243,510899.6758,36743080,#N/A N/A,21.3066,31.8929,#N/A N/A,33.65,33.28,970.1888,30.8248,23.2227,312007.9828,85693560,1.7446,0.3115,7.9068,#N/A N/A,112.52,108.92,288.803,118.0442,23.3373,46551.1309,17568163,-1.5496,1.6931,5.1594,#N/A N/A,14.523,14.196,#N/A N/A,1268.479,9.9771,27884.775,43738500,-8.0448,-24.5368,-7.8242,#N/A N/A,2072.29,#N/A N/A,18.5007,#N/A N/A,#N/A N/A,18636020.64,583695420,5.65,8.44,#N/A N/A,1.8055
11/12/15,107.71,103.95,105,35.9339,40.5245,293969.9909,30278403,1.7271,19.7956,43.2126,#N/A N/A,36.459,35.85,#N/A N/A,#N/A N/A,13.0243,500406.9395,41510080,#N/A N/A,21.3066,31.8929,#N/A N/A,33.179,32.118,936.2993,30.8248,23.2227,301109.2665,125221520,1.8077,0.3115,7.9068,#N/A N/A,108.34,103.65,274.8295,118.0442,23.3373,44298.7947,18819418,-1.6284,1.6931,5.1594,#N/A N/A,14.197,13.813,#N/A N/A,1268.479,9.9771,27131.8049,51454905,-8.268,-24.5368,-7.8242,#N/A N/A,2044.64,#N/A N/A,18.2934,#N/A N/A,#N/A N/A,18425031.46,661114517,5.71,8.44,#N/A N/A,1.7862
11/13/15,103.32,104.04,105.0909,35.9339,40.5245,294224.5104,49309167,1.7256,19.7956,43.2126,#N/A N/A,35.78,36.448,#N/A N/A,#N/A N/A,13.0243,508122.1257,38117860,#N/A N/A,21.3066,31.8929,#N/A N/A,32.046,32.39,944.2579,30.8248,23.2227,303668.7069,148718680,1.7925,0.3115,7.9068,#N/A N/A,102.97,111.35,295.2462,118.0442,23.3373,47589.6844,19866161,-1.5158,1.6931,5.1594,#N/A N/A,13.739,14.287,#N/A N/A,1268.479,9.9771,28064.1783,43880925,-7.9933,-24.5368,-7.8242,#N/A N/A,2022.08,#N/A N/A,18.5648,#N/A N/A,#N/A N/A,18700817.63,615213589,5.63,8.44,#N/A N/A,1.8132
11/16/15,104.62,105.13,106.1919,35.9339,40.5245,297307.024,26807230,1.7077,19.7956,43.2126,#N/A N/A,36.465,36.265,#N/A N/A,#N/A N/A,13.0243,505357.9675,30218060,#N/A N/A,21.3066,31.8929,#N/A N/A,32.533,32.165,937.684,30.8248,23.2227,301554.5904,86403540,1.8051,0.3115,7.9068,#N/A N/A,112.11,117.1,310.4924,118.0442,23.3373,50047.167,33016302,-1.4414,1.6931,5.1594,#N/A N/A,14.347,14.267,#N/A N/A,1268.479,9.9771,28023.5834,32230185,-8.0049,-24.5368,-7.8242,#N/A N/A,2053.67,#N/A N/A,18.5402,#N/A N/A,#N/A N/A,18658451.59,684883726,5.63,8.44,#N/A N/A,1.8108
11/17/15,105.8,107.77,108.8586,35.9339,40.5245,304772.9285,23836526,1.6659,19.7956,43.2126,#N/A N/A,36.379,37,#N/A N/A,#N/A N/A,13.0243,515255.2887,33685180,#N/A N/A,21.3066,31.8929,#N/A N/A,32.325,33.177,967.1862,30.8248,23.2227,311042.3331,89395380,1.75,0.3115,7.9068,#N/A N/A,117.94,120.63,319.8523,118.0442,23.3373,51555.8476,23353565,-1.3992,1.6931,5.1594,#N/A N/A,14.3,14.738,#N/A N/A,1268.479,9.9771,28949.4093,42178500,-7.7489,-24.5368,-7.8242,#N/A N/A,2051.99,#N/A N/A,18.8115,#N/A N/A,#N/A N/A,18983180.08,618006842,5.55,8.48,#N/A N/A,1.8421
11/18/15,107.36,106.26,107.3333,35.9339,40.5245,300502.6574,25520599,1.6895,19.7956,43.2126,#N/A N/A,36.937,36.921,#N/A N/A,#N/A N/A,13.0243,514643.3028,26557580,#N/A N/A,21.3066,31.8929,#N/A N/A,33.25,33.064,963.8774,30.8248,23.2227,309978.2434,94104740,1.756,0.3115,7.9068,#N/A N/A,120.25,120.22,318.7651,118.0442,23.3373,51380.6184,19253236,-1.404,1.6931,5.1594,#N/A N/A,14.703,14.787,#N/A N/A,1268.479,9.9771,29045.0038,37565625,-7.7234,-24.5368,-7.8242,#N/A N/A,2083.7,#N/A N/A,18.7995,#N/A N/A,#N/A N/A,18971238.33,557110902,5.55,8.49,#N/A N/A,1.8408
11/19/15,106.84,107.32,108.404,35.9339,40.5245,303500.3312,22129648,1.6728,19.7956,43.2126,#N/A N/A,37.326,37.83,#N/A N/A,#N/A N/A,13.0243,526795.0687,44265680,#N/A N/A,21.3066,31.8929,#N/A N/A,33.397,33.423,974.3431,30.8248,23.2227,313343.9545,77922700,1.7372,0.3115,7.9068,#N/A N/A,120.85,123.84,328.3636,118.0442,23.3373,52927.764,17977001,-1.3629,1.6931,5.1594,#N/A N/A,14.899,14.667,#N/A N/A,1268.479,9.9771,28810.6009,66010830,-7.7863,-24.5368,-7.8242,#N/A N/A,2082.82,#N/A N/A,18.8712,#N/A N/A,#N/A N/A,19041490.21,701089734,5.53,8.49,#N/A N/A,1.8478
11/20/15,107.19,106.95,108.0303,35.9339,40.5245,302453.9733,19897220,1.6786,19.7956,43.2126,#N/A N/A,37.873,37.799,#N/A N/A,#N/A N/A,13.0243,526470.0469,28307700,#N/A N/A,21.3066,31.8929,#N/A N/A,33.575,33.95,989.7063,30.8248,23.2227,318284.7059,87701140,1.7102,0.3115,7.9068,#N/A N/A,124.3,125.03,331.5189,118.0442,23.3373,53436.356,15726984,-1.3499,1.6931,5.1594,#N/A N/A,14.49,14.517,#N/A N/A,1268.479,9.9771,28514.6509,37892985,-7.8671,-24.5368,-7.8242,#N/A N/A,2089.41,#N/A N/A,18.8486,#N/A N/A,#N/A N/A,19020880.45,580602655,5.53,8.49,#N/A N/A,1.8459
11/23/15,106,105.74,106.8081,35.9339,40.5245,299032.1004,23577293,1.6978,19.7956,43.2126,#N/A N/A,37.6,37.414,#N/A N/A,#N/A N/A,13.0243,521374.1309,46683940,#N/A N/A,21.3066,31.8929,#N/A N/A,33.707,33.558,978.2786,30.8248,23.2227,314609.6119,90868340,1.7302,0.3115,7.9068,#N/A N/A,123.67,123.31,326.9583,118.0442,23.3373,52701.2482,18335255,-1.3688,1.6931,5.1594,#N/A N/A,14.358,14.55,#N/A N/A,1268.479,9.9771,28580.1266,37204395,-7.849,-24.5368,-7.8242,#N/A N/A,2084.42,#N/A N/A,18.8717,#N/A N/A,#N/A N/A,19039480.17,615626581,5.53,8.49,#N/A N/A,1.8486
11/24/15,106.33,105.41,106.4747,35.9339,40.5245,298098.8624,15150785,1.7032,19.7956,43.2126,#N/A N/A,37.407,37.408,#N/A N/A,#N/A N/A,13.0243,521208.7008,22444480,#N/A N/A,21.3066,31.8929,#N/A N/A,33.75,33.767,984.386,30.8248,23.2227,316573.7246,53957780,1.7194,0.3115,7.9068,#N/A N/A,124.23,124.16,329.2121,118.0442,23.3373,53064.5282,10980677,-1.3594,1.6931,5.1594,#N/A N/A,14.756,15.309,#N/A N/A,1268.479,9.9771,30071.6621,59861685,-7.4597,-24.5368,-7.8242,#N/A N/A,2089.3,#N/A N/A,18.8691,#N/A N/A,#N/A N/A,19034611.86,449950497,5.53,8.49,#N/A N/A,1.8485
11/25/15,106.33,105.41,106.4747,35.9339,40.5245,298098.8624,15150785,1.7032,19.7956,43.2126,#N/A N/A,37.407,37.408,#N/A N/A,#N/A N/A,13.0243,521208.7008,22444480,#N/A N/A,21.3066,31.8929,#N/A N/A,33.75,33.767,984.386,30.8248,23.2227,316573.7246,53957780,1.7194,0.3115,7.9068,#N/A N/A,124.23,124.16,329.2121,118.0442,23.3373,53064.5282,10980677,-1.3594,1.6931,5.1594,#N/A N/A,14.756,15.309,#N/A N/A,1268.479,9.9771,30071.6621,59861685,-7.4597,-24.5368,-7.8242,#N/A N/A,2089.3,#N/A N/A,18.8691,#N/A N/A,#N/A N/A,19034611.86,449950497,5.53,8.49,#N/A N/A,1.8485
11/26/15,105.78,105.45,106.5152,35.9339,40.5245,298211.9821,5913066,1.7025,19.7956,43.2126,#N/A N/A,37.423,37.513,#N/A N/A,#N/A N/A,13.0243,522849.8656,16770560,#N/A N/A,21.3066,31.8929,#N/A N/A,34.04,33.663,981.3542,30.8248,23.2227,315598.6997,39336020,1.7247,0.3115,7.9068,#N/A N/A,123.85,125.44,332.606,118.0442,23.3373,53611.5852,6645484,-1.3455,1.6931,5.1594,#N/A N/A,15.404,15.441,#N/A N/A,1268.479,9.9771,30329.6363,29240295,-7.3963,-24.5368,-7.8242,#N/A N/A,2088.82,#N/A N/A,18.8783,#N/A N/A,#N/A N/A,19044359.29,243529342,5.53,8.49,#N/A N/A,1.8495
11/27/15,105.84,104.24,105.2929,35.9339,40.5245,294790.1092,20383179,1.7223,19.7956,43.2126,#N/A N/A,37.441,37.13,#N/A N/A,#N/A N/A,13.0243,517119.4,41952480,#N/A N/A,21.3066,31.8929,#N/A N/A,33.795,33.24,969.0228,30.8248,23.2227,311632.9732,113863440,1.7467,0.3115,7.9068,#N/A N/A,126.03,123.33,327.0114,118.0442,23.3373,52709.796,13894031,-1.3685,1.6931,5.1594,#N/A N/A,15.453,15.351,#N/A N/A,1268.479,9.9771,30152.852,39897195,-7.4397,-24.5368,-7.8242,#N/A N/A,2090.95,#N/A N/A,18.7911,#N/A N/A,#N/A N/A,18951384.99,830705226,5.56,8.48,#N/A N/A,1.84
11/30/15,104.83,107.12,108.202,35.9339,40.5245,302934.7323,22781868,1.676,19.7956,43.2126,#N/A N/A,37.356,38.352,#N/A N/A,#N/A N/A,13.0243,532818.6927,42692420,#N/A N/A,21.3066,31.8929,#N/A N/A,33.688,33.953,989.8084,30.8248,23.2227,318317.5192,95023040,1.71,0.3115,7.9068,#N/A N/A,124.47,125.37,332.4204,118.0442,23.3373,53581.6681,12550755,-1.3463,1.6931,5.1594,#N/A N/A,15.404,15.813,#N/A N/A,1268.479,9.9771,31060.3446,56009325,-7.2223,-24.5368,-7.8242,#N/A N/A,2082.93,#N/A N/A,18.9968,#N/A N/A,#N/A N/A,19148292.9,599103603,5.49,8.49,#N/A N/A,1.86
12/1/15,107,106.07,107.1414,35.9339,40.5245,299965.3385,24429063,1.6926,19.7956,43.2126,#N/A N/A,38.445,38.119,#N/A N/A,#N/A N/A,13.0243,529208.4221,44607460,#N/A N/A,21.3066,31.8929,#N/A N/A,34.05,33.801,985.3626,30.8248,23.2227,316887.7952,85470520,1.7177,0.3115,7.9068,#N/A N/A,125.53,128.93,341.8598,118.0442,23.3373,55103.1703,24105712,-1.3091,1.6931,5.1594,#N/A N/A,15.8,15.466,#N/A N/A,1268.479,9.9771,30379.3978,44722020,-7.3842,-24.5368,-7.8242,#N/A N/A,2101.71,#N/A N/A,18.7879,#N/A N/A,#N/A N/A,18937773.16,661109521,5.55,8.49,#N/A N/A,1.839
12/2/15,106.27,104.38,105.4343,35.9339,40.5245,295186.0284,23236485,1.72,19.7956,43.2126,#N/A N/A,38.301,37.627,#N/A N/A,#N/A N/A,13.0243,522501.3935,51812820,#N/A N/A,21.3066,31.8929,#N/A N/A,33.972,33.313,971.1363,30.8248,23.2227,312312.6781,101294720,1.7429,0.3115,7.9068,#N/A N/A,129.62,126.81,336.2386,118.0442,23.3373,54197.1072,26647260,-1.331,1.6931,5.1594,#N/A N/A,15.699,15.514,#N/A N/A,1268.479,9.9771,30473.6827,44093460,-7.3613,-24.5368,-7.8242,#N/A N/A,2080.71,#N/A N/A,18.5327,#N/A N/A,#N/A N/A,18666610.33,761989471,5.63,8.48,#N/A N/A,1.8126
12/3/15,104.81,106.18,107.2525,35.9339,40.5245,300276.4179,21224721,1.6908,19.7956,43.2126,#N/A N/A,37.655,38.341,#N/A N/A,#N/A N/A,13.0243,531282.547,55145660,#N/A N/A,21.3066,31.8929,#N/A N/A,33.3,33.632,980.4505,30.8248,23.2227,315308.0672,90695920,1.7263,0.3115,7.9068,#N/A N/A,127,130.93,347.1629,118.0442,23.3373,55957.9469,20250411,-1.2891,1.6931,5.1594,#N/A N/A,15.497,15.359,#N/A N/A,1268.479,9.9771,30168.5661,38604045,-7.4358,-24.5368,-7.8242,#N/A N/A,2051.24,#N/A N/A,18.9138,#N/A N/A,#N/A N/A,19047050.51,751361841,5.52,8.48,#N/A N/A,1.8498
12/4/15,106.48,105.61,106.6768,35.9339,40.5245,298664.4612,15474890,1.6999,19.7956,43.2126,#N/A N/A,38.389,38.163,#N/A N/A,#N/A N/A,13.0243,527991.6253,36246280,#N/A N/A,21.3066,31.8929,#N/A N/A,33.737,33.492,976.3546,30.8248,23.2227,313990.846,74656280,1.7336,0.3115,7.9068,#N/A N/A,131.19,125.36,332.3939,118.0442,23.3373,53577.3942,23351610,-1.3464,1.6931,5.1594,#N/A N/A,15.18,15.409,#N/A N/A,1268.479,9.9771,30266.7796,47163345,-7.4116,-24.5368,-7.8242,#N/A N/A,2090.42,#N/A N/A,18.7812,#N/A N/A,#N/A N/A,18916323.65,648025239,5.55,8.48,#N/A N/A,1.8368
12/7/15,104,106.49,107.5657,35.9339,40.5245,301153.096,20401791,1.6859,19.7956,43.2126,#N/A N/A,37.895,38.119,#N/A N/A,#N/A N/A,13.0243,528346.2537,36589500,#N/A N/A,21.3066,31.8929,#N/A N/A,33.157,33.867,987.2867,30.8248,23.2227,317506.561,73038160,1.7144,0.3115,7.9068,#N/A N/A,121.51,126.98,336.6894,118.0442,23.3373,54269.7632,18591147,-1.3292,1.6931,5.1594,#N/A N/A,15.168,15.115,#N/A N/A,1268.479,9.9771,29689.2843,40314540,-7.5558,-24.5368,-7.8242,#N/A N/A,2073.39,#N/A N/A,18.6594,#N/A N/A,#N/A N/A,18795441.42,677047681,5.59,8.48,#N/A N/A,1.825
12/8/15,106.18,104.6,105.6566,35.9339,40.5245,295808.1871,23517268,1.7163,19.7956,43.2126,#N/A N/A,37.959,37.581,#N/A N/A,#N/A N/A,13.0243,520366.6336,53999800,#N/A N/A,21.3066,31.8929,#N/A N/A,33.9,33.24,969.0082,30.8248,23.2227,311628.2856,103163440,1.7467,0.3115,7.9068,#N/A N/A,127.7,124.2,329.3182,118.0442,23.3373,53081.6238,17788797,-1.359,1.6931,5.1594,#N/A N/A,15.113,14.968,#N/A N/A,1268.479,9.9771,29401.1914,45866295,-7.6299,-24.5368,-7.8242,#N/A N/A,2061.17,#N/A N/A,18.5147,#N/A N/A,#N/A N/A,18646042.45,754895449,5.63,8.48,#N/A N/A,1.8112
12/9/15,105.05,105.42,106.4848,35.9339,40.5245,298127.1423,17454312,1.703,19.7956,43.2126,#N/A N/A,37.643,37.473,#N/A N/A,#N/A N/A,13.0243,518773.9856,39767600,#N/A N/A,21.3066,31.8929,#N/A N/A,33.28,33.116,965.4079,30.8248,23.2227,310470.4435,69109440,1.7532,0.3115,7.9068,#N/A N/A,124.5,122.91,325.8977,118.0442,23.3373,52530.2929,13474119,-1.3732,1.6931,5.1594,#N/A N/A,14.981,15.138,#N/A N/A,1268.479,9.9771,29735.1172,31075380,-7.5442,-24.5368,-7.8242,#N/A N/A,2047.93,#N/A N/A,18.5562,#N/A N/A,#N/A N/A,18687172.59,610605902,5.62,8.48,#N/A N/A,1.8155
